,rno,node,k,i,j,iseg,ireach,rchlen,width,slope,strtop,strthick,strhc1,thts,thti,eps,uhc,outreach,outseg,asum,line_id,name,geometry
1270,1092,2777,0,17,57,28,2,266.47324,1.0,0.020872876387505315,963.8960184726183,1,1.0,0.0,0.0,0.0,0.0,1093,0,56.481705,1814643,Winks Creek,"LINESTRING (687107.6 5146201.004419639, 687087.9215175859 5146199.01131621, 687031.4 5146174.919341225)"
1271,1093,2776,0,17,56,28,3,250.87267,1.4097763,0.02154111258212471,958.3339555552587,1,1.0,0.0,0.0,0.0,0.0,1094,0,135.32523,1814643,Winks Creek,"LINESTRING (687031.4 5146174.919341225, 687030.2054894441 5146174.410187904, 686976.8224480321 5146175.345222887, 686955.2 5146177.928881035)"
1272,1094,2775,0,17,55,28,4,251.7784,1.7667687,0.021728756072874535,952.929879225986,1,1.0,0.0,0.0,0.0,0.0,1095,0,211.92924,1814643,Winks Creek,"LINESTRING (686955.2 5146177.928881035, 686879 5146187.033990253)"
1273,1095,2774,0,17,54,28,5,257.08167,2.0669336,0.01630322201705515,947.4590478617051,1,1.0,0.0,0.0,0.0,0.0,1096,0,289.47952,1814643,Winks Creek,"LINESTRING (686879 5146187.033990253, 686874.8025159289 5146187.535546039, 686802.8 5146205.17257065)"
1274,1096,2773,0,17,53,28,6,132.76108,2.270504,0.020843818815249767,943.2677884000591,1,1.0,0.0,0.0,0.0,0.0,1097,0,348.89154,1814643,Winks Creek,"LINESTRING (686802.8 5146205.17257065, 686763.4963674148 5146214.8)"
1275,1097,2613,0,16,53,28,7,124.629745,2.3955595,0.03423260387889364,940.5005405469932,1,1.0,0.0,0.0,0.0,0.0,1098,0,388.11792,1814643,Winks Creek,"LINESTRING (686763.4963674148 5146214.8, 686726.6 5146223.837769468)"
1276,1098,2612,0,16,52,28,8,272.2024,2.5766394,0.02061035097464341,936.2341398383327,1,1.0,0.0,0.0,0.0,0.0,1099,0,448.59512,1814643,Winks Creek,"LINESTRING (686726.6 5146223.837769468, 686708.4075402336 5146228.294014594, 686656.9401537853 5146249.621270919, 686650.4 5146255.09070887)"
1277,1099,2611,0,16,51,28,9,249.6196,2.7971761,0.012268448311949572,930.6239529911599,1,1.0,0.0,0.0,0.0,0.0,1100,0,528.1208,1814643,Winks Creek,"LINESTRING (686650.4 5146255.09070887, 686633.4836155314 5146269.237641535, 686584.0281790002 5146291)"
1278,1100,2451,0,15,51,28,10,35.228477,2.910604,0.09646756540612071,927.5615078506788,1,1.0,0.0,0.0,0.0,0.0,1101,0,571.5316,1814643,Winks Creek,"LINESTRING (686584.0281790002 5146291, 686574.2 5146295.324789537)"
1279,1101,2450,0,15,50,28,11,280.86826,3.0315719,0.017503186093696704,924.1631023954092,1,1.0,0.0,0.0,0.0,0.0,1102,0,619.7048,1814643,Winks Creek,"LINESTRING (686574.2 5146295.324789537, 686525.335215062 5146316.8272378165, 686498 5146333.887426592)"
1280,1102,2449,0,15,49,28,12,176.39345,3.1985745,0.018935367112430636,919.2470130495637,1,1.0,0.0,0.0,0.0,0.0,1103,0,689.3915,1814643,Winks Creek,"LINESTRING (686498 5146333.887426592, 686478.7094698664 5146345.926844791, 686456.1255202228 5146367.2)"
1281,1103,2289,0,14,49,28,13,134.27794,3.3072903,0.0346218727738063,915.9069383578047,1,1.0,0.0,0.0,0.0,0.0,1104,0,736.7378,1814643,Winks Creek,"LINESTRING (686456.1255202228 5146367.2, 686444.7201305778 5146377.943409721, 686421.8 5146388.559557088)"
1282,1104,2288,0,14,48,28,14,298.13702,3.4529853,0.011700613096265695,911.2579846428613,1,1.0,0.0,0.0,0.0,0.0,1105,0,802.6378,1814643,Winks Creek,"LINESTRING (686421.8 5146388.559557088, 686388.0350375941 5146404.198814267, 686345.6 5146437.043711388)"
1283,1105,2287,0,14,47,28,15,26.329353,3.5584416,0.1436854474137167,907.7695986762336,1,1.0,0.0,0.0,0.0,0.0,1106,0,852.0865,1814643,Winks Creek,"LINESTRING (686345.6 5146437.043711388, 686343.8000136297 5146438.436908389, 686340.8984766701 5146443.4)"
1284,1106,2127,0,13,47,28,16,325.55292,3.6694267,0.01908037322579715,903.9864537625367,1,1.0,0.0,0.0,0.0,0.0,1107,0,905.7134,1814643,Winks Creek,"LINESTRING (686340.8984766701 5146443.4, 686327.7295346672 5146465.925532672, 686301.5117588924 5146493.08035392, 686269.4 5146507.956196333)"
1285,1107,2126,0,13,46,28,17,252.21526,3.844799,0.012370641800020763,897.7747825922622,1,1.0,0.0,0.0,0.0,0.0,1108,0,993.76526,1814643,Winks Creek,"LINESTRING (686269.4 5146507.956196333, 686265.4418400297 5146509.789822581, 686194.118332526 5146515.289348765, 686193.2 5146515.624974155)"
1286,1108,2125,0,13,45,28,18,37.992195,3.929972,0.08918652529497414,894.6547180070354,1,1.0,0.0,0.0,0.0,0.0,1109,0,1037.9928,1814643,Winks Creek,"LINESTRING (686193.2 5146515.624974155, 686182.3236013792 5146519.6)"
1287,1109,1965,0,12,45,28,19,277.17337,4.0204515,0.020807551041945004,891.2663261351161,1,1.0,0.0,0.0,0.0,0.0,1110,0,1086.024,1814643,Winks Creek,"LINESTRING (686182.3236013792 5146519.6, 686155.5823536214 5146529.373193744, 686117 5146569.976894835)"
1288,1110,1964,0,12,44,28,20,259.26248,4.1699986,0.021366472975361973,885.4990270838548,1,1.0,0.0,0.0,0.0,0.0,1111,0,1167.7769,1814643,Winks Creek,"LINESTRING (686117 5146569.976894835, 686110.9752996246 5146576.317232069, 686043.452917001 5146595.8)"
1289,1111,1803,0,11,43,28,21,255.98662,4.3136163,0.02144651647874976,879.9595022753118,1,1.0,0.0,0.0,0.0,0.0,1112,0,1249.062,1814643,Winks Creek,"LINESTRING (686040.8 5146596.565467157, 686039.2019130982 5146597.02657583, 685964.6 5146613.324556286)"
1290,1112,1802,0,11,42,28,22,254.65842,4.446825,0.02133073049225711,874.4694810531348,1,1.0,0.0,0.0,0.0,0.0,1113,0,1326.8843,1814643,Winks Creek,"LINESTRING (685964.6 5146613.324556286, 685906.1929001174 5146626.0845209155, 685888.4 5146624.856550019)"
1291,1113,1801,0,11,41,28,23,250.59467,4.574858,0.02150230531719755,869.0374309978973,1,1.0,0.0,0.0,0.0,0.0,1114,0,1403.8849,1814643,Winks Creek,"LINESTRING (685888.4 5146624.856550019, 685812.2 5146619.597633165)"
1292,1114,1800,0,11,40,28,24,250.59467,4.698459,0.02161169843899567,863.6490679888674,1,1.0,0.0,0.0,0.0,0.0,1115,0,1480.2661,1814643,Winks Creek,"LINESTRING (685812.2 5146619.597633165, 685736 5146614.338716311)"
1293,1115,1799,0,11,39,28,25,253.14395,4.819535,0.02155539598091694,858.2332916470694,1,1.0,0.0,0.0,0.0,0.0,1116,0,1557.0359,1814643,Winks Creek,"LINESTRING (685736 5146614.338716311, 685710.924453781 5146612.608136093, 685659.8 5146622.235787045)"
1294,1116,1798,0,11,38,28,26,254.39433,4.93856,0.02150231684651158,852.7766735341232,1,1.0,0.0,0.0,0.0,0.0,1117,0,1634.3848,1814643,Winks Creek,"LINESTRING (685659.8 5146622.235787045, 685583.6 5146636.5856127795)"
1295,1117,1797,0,11,37,28,27,254.39433,5.0551014,0.021205617891022654,847.3066059844571,1,1.0,0.0,0.0,0.0,0.0,1118,0,1711.9242,1814643,Winks Creek,"LINESTRING (685583.6 5146636.5856127795, 685507.4 5146650.935438514)"
1296,1118,1796,0,11,36,28,28,247.37383,5.167493,0.01132222284625014,841.9120169676404,1,1.0,0.0,0.0,0.0,0.0,1119,0,1788.3936,1814643,Winks Creek,"LINESTRING (685507.4 5146650.935438514, 685501.3738593195 5146652.070268811, 685435.0354138985 5146672)"
1297,1119,1636,0,10,36,28,29,13.138971,5.224904,0.23412185264668878,839.1111953938318,1,1.0,0.0,0.0,0.0,0.0,1120,0,1828.0957,1814643,Winks Creek,"LINESTRING (685435.0354138985 5146672, 685431.2 5146673.152254436)"
1298,1120,1635,0,10,35,28,30,272.98206,5.287249,0.020662378577381516,836.0350750844766,1,1.0,0.0,0.0,0.0,0.0,1121,0,1871.7006,1814643,Winks Creek,"LINESTRING (685431.2 5146673.152254436, 685393.6721833119 5146684.426550871, 685355 5146705.455955351)"
1299,1121,1634,0,10,34,28,31,251.65544,5.3997207,0.012775542665410531,830.3946165055139,1,1.0,0.0,0.0,0.0,0.0,1122,0,1951.6554,1814643,Winks Creek,"LINESTRING (685355 5146705.455955351, 685331.6682286509 5146718.14345357, 685297.8374896962 5146745.077159346, 685291.680782299 5146748.2)"
1300,1122,1474,0,9,34,28,32,47.385223,5.4628057,0.07435242912974292,827.1795816784052,1,1.0,0.0,0.0,0.0,0.0,1123,0,1997.2291,1814643,Winks Creek,"LINESTRING (685291.680782299 5146748.2, 685278.8 5146754.733464728)"
1301,1123,1473,0,9,33,28,33,280.321,5.531122,0.021053471271082484,823.6563752146019,1,1.0,0.0,0.0,0.0,0.0,1124,0,2047.1716,1814643,Winks Creek,"LINESTRING (685278.8 5146754.733464728, 685202.6 5146793.38406845)"
1302,1124,1472,0,9,32,28,34,268.61768,5.643729,0.02081169089546961,817.7546447911603,1,1.0,0.0,0.0,0.0,0.0,1125,0,2130.8298,1814643,Winks Creek,"LINESTRING (685202.6 5146793.38406845, 685155.9217234021 5146817.060493269, 685126.4 5146816.172964462)"
1303,1125,1471,0,9,31,28,35,251.36389,5.748388,0.014212546767746552,812.1642567537415,1,1.0,0.0,0.0,0.0,0.0,1126,0,2210.075,1814643,Winks Creek,"LINESTRING (685126.4 5146816.172964462, 685056.8975456778 5146814.083471598, 685050.2 5146816.384694568)"
1304,1126,1470,0,9,30,28,36,80.92706,5.814295,0.035118293087528354,808.5917356886315,1,1.0,0.0,0.0,0.0,0.0,1127,0,2260.716,1814643,Winks Creek,"LINESTRING (685050.2 5146816.384694568, 685026.872023974 5146824.4)"
1305,1127,1310,0,8,30,28,37,183.41829,5.8662033,0.02639150287959963,805.7497153718962,1,1.0,0.0,0.0,0.0,0.0,1128,0,2301.0024,1814643,Winks Creek,"LINESTRING (685026.872023974 5146824.4, 684974 5146842.566403315)"
1306,1128,1309,0,8,29,28,38,266.82947,5.953588,0.02062528534695043,800.9090310647103,1,1.0,0.0,0.0,0.0,0.0,1129,0,2369.62,1814643,Winks Creek,"LINESTRING (684974 5146842.566403315, 684920.8134079876 5146860.840889685, 684897.8 5146870.838234771)"
1307,1129,1308,0,8,28,28,39,245.06367,6.0514235,0.011957889422096198,795.4055971529083,1,1.0,0.0,0.0,0.0,0.0,1130,0,2447.6326,1814643,Winks Creek,"LINESTRING (684897.8 5146870.838234771, 684829.2898465832 5146900.6)"
1308,1130,1148,0,7,28,28,40,27.5069,6.1028867,0.13332089299511,792.4751528267616,1,1.0,0.0,0.0,0.0,0.0,1131,0,2489.1724,1814643,Winks Creek,"LINESTRING (684829.2898465832 5146900.6, 684821.6 5146903.940576501)"
1309,1131,1147,0,7,27,28,41,313.59592,6.166692,0.013297559382602072,788.8079082502637,1,1.0,0.0,0.0,0.0,0.0,1132,0,2541.1565,1814643,Winks Creek,"LINESTRING (684821.6 5146903.940576501, 684789.5070141922 5146917.882216703, 684745.4 5146959.429276493)"
1310,1132,1146,0,7,26,28,42,74.2766,6.2384624,0.052544613739773594,784.637847925165,1,1.0,0.0,0.0,0.0,0.0,1133,0,2600.2683,1814643,Winks Creek,"LINESTRING (684745.4 5146959.429276493, 684739.824672113 5146964.6810144605, 684731.0191872128 5146976.8)"
1311,1133,986,0,6,26,28,43,288.73724,6.304903,0.016284450241005125,780.735012473913,1,1.0,0.0,0.0,0.0,0.0,1134,0,2655.5916,1814643,Winks Creek,"LINESTRING (684731.0191872128 5146976.8, 684700.063559481 5147019.4042187445, 684689.0843164332 5147053)"
1312,1134,826,0,5,26,28,44,148.60515,6.3840404,0.02094278692084793,776.0330851969314,1,1.0,0.0,0.0,0.0,0.0,1135,0,2722.2427,1814643,Winks Creek,"LINESTRING (684689.0843164332 5147053, 684686.0835778716 5147062.182068006, 684669.2 5147093.563437835)"
1313,1135,825,0,5,25,28,45,140.8723,6.435893,0.03079924877243666,772.9208792404204,1,1.0,0.0,0.0,0.0,0.0,1136,0,2766.359,1814643,Winks Creek,"LINESTRING (684669.2 5147093.563437835, 684664.5524700627 5147102.201764193, 684645.3533747811 5147129.2)"
1314,1136,665,0,4,25,28,46,262.68817,6.5075,0.019026455747270868,768.5821182523889,1,1.0,0.0,0.0,0.0,0.0,1137,0,2827.8616,1814643,Winks Creek,"LINESTRING (684645.3533747811 5147129.2, 684643.3260448783 5147132.05088073, 684629.645034576 5147164.687676276, 684625.9575002603 5147202.677843786, 684624.6679958815 5147205.4)"
1315,1137,505,0,3,25,28,47,202.19652,6.589036,0.016555637996980437,763.584093384168,1,1.0,0.0,0.0,0.0,0.0,1138,0,2898.71,1814643,Winks Creek,"LINESTRING (684624.6679958815 5147205.4, 684606.966694925 5147242.76761751, 684593 5147257.473465967)"
1316,1138,504,0,3,24,28,48,109.16549,6.643093,0.03937567820516216,760.2366010288316,1,1.0,0.0,0.0,0.0,0.0,1139,0,2946.1616,1814643,Winks Creek,"LINESTRING (684593 5147257.473465967, 684570.0861272372 5147281.6)"
1317,1139,344,0,2,24,28,49,290.64844,6.7118764,0.012760036944405336,755.9381358551102,1,1.0,0.0,0.0,0.0,0.0,1140,0,3007.0933,1814643,Winks Creek,"LINESTRING (684570.0861272372 5147281.6, 684562.3718613513 5147289.722524741, 684542.9959249394 5147342.494134881, 684528.3686852137 5147357.8)"
1318,1140,184,0,1,24,28,50,54.309658,6.770668,0.0644383605732592,752.2294510547765,1,1.0,0.0,0.0,0.0,0.0,1141,0,3059.6648,1814643,Winks Creek,"LINESTRING (684528.3686852137 5147357.8, 684519.3857654228 5147367.199679042, 684516.8 5147369.634629762)"
1319,1141,183,0,1,23,28,51,271.2014,6.825687,0.017030944879165483,748.7298257267056,1,1.0,0.0,0.0,0.0,0.0,1142,0,3109.2727,1814643,Winks Creek,"LINESTRING (684516.8 5147369.634629762, 684474.9267477841 5147409.065625596, 684471.6753783409 5147434)"
1320,1142,23,0,0,23,28,52,158.41115,6.897638,0.026759997134257214,744.111009879135,1,1.0,0.0,0.0,0.0,0.0,1143,0,3174.7456,1814643,Winks Creek,"LINESTRING (684471.6753783409 5147434, 684471.6256137195 5147434.381639099, 684440.6 5147470.874254598)"
1321,1143,22,0,0,22,28,53,235.88005,6.963027,0.001,739.871928010713,1,1.0,0.0,0.0,0.0,0.0,0,0,3234.8357,1814643,Winks Creek,"LINESTRING (684440.6 5147470.874254598, 684429.4850461811 5147483.947766687, 684381.4548742778 5147510.2)"
1248,1144,1166,0,7,46,29,1,59.454384,1.0,0.09221418987940189,933.3794896620083,1,1.0,0.0,0.0,0.0,0.0,1145,0,9.060848,1814613,None,"LINESTRING (686264.3557064591 5146969.697801786, 686247.6837346329 5146976.8)"
1249,1145,1006,0,6,46,29,2,185.2952,1.0,0.057506889614010785,927.8969518204925,1,1.0,0.0,0.0,0.0,0.0,1146,0,46.360683,1814613,None,"LINESTRING (686247.6837346329 5146976.8, 686230.895513211 5146983.951720111, 686193.2 5146990.321596586)"
1250,1146,1005,0,6,45,29,3,290.39514,1.3206595,0.029895123202582984,917.2412014074512,1,1.0,0.0,0.0,0.0,0.0,1147,0,118.855896,1814613,None,"LINESTRING (686193.2 5146990.321596586, 686192.5752930099 5146990.427161043, 686138.4213537788 5147016.7474189345, 686117 5147034.257938491)"
1251,1147,1004,0,6,44,29,4,97.15695,1.6179017,0.0744473893225696,908.5598028718409,1,1.0,0.0,0.0,0.0,0.0,1148,0,177.91884,1814613,None,"LINESTRING (686117 5147034.257938491, 686094.0720492424 5147053)"
1252,1148,844,0,5,44,29,5,225.73976,1.8294314,0.03817939445222592,901.3267214480276,1,1.0,0.0,0.0,0.0,0.0,1149,0,227.1283,1814613,None,"LINESTRING (686094.0720492424 5147053, 686040.8 5147096.546326236)"
1253,1149,843,0,5,43,29,6,159.00919,2.0535414,0.047710259075594175,892.7081140557976,1,1.0,0.0,0.0,0.0,0.0,1150,0,285.76404,1814613,None,"LINESTRING (686040.8 5147096.546326236, 686039.4406531751 5147097.657501067, 686004.9889256508 5147129.2)"
1254,1150,683,0,4,43,29,7,179.65895,2.2324831,0.04855630421872285,885.121744606309,1,1.0,0.0,0.0,0.0,0.0,1151,0,337.37704,1814613,None,"LINESTRING (686004.9889256508 5147129.2, 685964.6 5147166.178338557)"
1255,1151,682,0,4,42,29,8,209.77602,2.4221523,0.03344287117177797,876.3981699353726,1,1.0,0.0,0.0,0.0,0.0,1152,0,396.72693,1814613,None,"LINESTRING (685964.6 5147166.178338557, 685945.3865619617 5147183.7693243325, 685914.2778707063 5147205.4)"
1256,1152,522,0,3,42,29,9,103.408,2.5646493,0.08218508638639124,869.3826576494849,1,1.0,0.0,0.0,0.0,0.0,1153,0,444.45618,1814613,None,"LINESTRING (685914.2778707063 5147205.4, 685888.4 5147223.393551179)"
1257,1153,521,0,3,41,29,10,275.98322,2.727435,0.043678755557135844,860.8840624722014,1,1.0,0.0,0.0,0.0,0.0,1154,0,502.27542,1814613,None,"LINESTRING (685888.4 5147223.393551179, 685875.3145004249 5147232.492236654, 685829.1603917256 5147246.359274262, 685812.2 5147256.938752535)"
1258,1154,520,0,3,40,29,11,262.1542,2.943113,0.032003685902390805,848.8294590718413,1,1.0,0.0,0.0,0.0,0.0,1155,0,584.28754,1814613,None,"LINESTRING (685812.2 5147256.938752535, 685798.0822389874 5147265.745067171, 685777.5394074155 5147272.760148522, 685736 5147271.522752023)"
1259,1155,519,0,3,39,29,12,112.38476,3.084442,0.053473506464944115,840.4395582267166,1,1.0,0.0,0.0,0.0,0.0,1156,0,641.3673,1814613,None,"LINESTRING (685736 5147271.522752023, 685724.2290185895 5147271.172112183, 685704.3154607891 5147281.6)"
1260,1156,359,0,2,39,29,13,155.89412,3.1818652,0.06096405129627679,834.4299511434774,1,1.0,0.0,0.0,0.0,0.0,1157,0,682.253,1814613,None,"LINESTRING (685704.3154607891 5147281.6, 685682.9212569305 5147292.803239522, 685659.8 5147289.426827563)"
1261,1157,358,0,2,38,29,14,268.3774,3.3301947,0.04847171240830111,824.9260140599586,1,1.0,0.0,0.0,0.0,0.0,1158,0,746.912,1814613,None,"LINESTRING (685659.8 5147289.426827563, 685617.143158804 5147283.197621721, 685583.6 5147302.4833652)"
1262,1158,357,0,2,37,29,15,312.3534,3.5232363,0.040233452670804665,811.9173013824784,1,1.0,0.0,0.0,0.0,0.0,1159,0,835.41534,1814613,None,"LINESTRING (685583.6 5147302.4833652, 685583.5208808996 5147302.528854974, 685546.8418828731 5147339.546551083, 685507.4 5147356.678861962)"
1263,1159,196,0,1,36,29,16,248.66072,3.705973,0.046323532105970705,799.3502459063307,1,1.0,0.0,0.0,0.0,0.0,1160,0,923.72797,1814613,None,"LINESTRING (685504.8189240727 5147357.8, 685503.0686222262 5147358.56027596, 685431.2 5147375.697141495)"
1264,1160,195,0,1,35,29,17,265.55984,3.8609824,0.04510973776665734,787.8314030216909,1,1.0,0.0,0.0,0.0,0.0,1161,0,1002.09515,1814613,None,"LINESTRING (685431.2 5147375.697141495, 685408.370383509 5147381.140797654, 685355 5147402.465562044)"
1265,1161,194,0,1,34,29,18,269.21756,4.015925,0.04341037961030997,775.8520680537083,1,1.0,0.0,0.0,0.0,0.0,1162,0,1083.5952,1814613,None,"LINESTRING (685355 5147402.465562044, 685278.8 5147432.912168189)"
1266,1162,33,0,0,33,29,19,252.50188,4.1668715,0.04694942970309524,764.1652315844016,1,1.0,0.0,0.0,0.0,0.0,1163,0,1166.0371,1814613,None,"LINESTRING (685276.0774376356 5147434, 685230.9030564893 5147452.049955257, 685202.6 5147451.206409511)"
1267,1163,32,0,0,32,29,20,276.71655,4.309492,0.038257697257743126,752.3104124682224,1,1.0,0.0,0.0,0.0,0.0,1164,0,1246.6901,1814613,None,"LINESTRING (685202.6 5147451.206409511, 685169.9614926252 5147450.233649764, 685126.4 5147478.05942177)"
1268,1164,31,0,0,31,29,21,195.88435,4.4330263,0.001,741.7238743675043,1,1.0,0.0,0.0,0.0,0.0,0,0,1318.7144,1814613,None,"LINESTRING (685126.4 5147478.05942177, 685076.083639999 5147510.2)"
949,1165,5941,0,37,21,30,1,96.94063,1.0,0.026406430984577886,916.6267579007944,1,1.0,0.0,0.0,0.0,0.0,1166,0,14.773751,1814703,None,"LINESTRING (684296.8257639091 5144618.626563738, 684288.2 5144646.886979706)"
950,1166,5940,0,37,20,30,2,153.37991,1.0,0.0298506321323681,914.066901896544,1,1.0,0.0,0.0,0.0,0.0,1167,0,52.922604,1814703,None,"LINESTRING (684288.2 5144646.886979706, 684279.9192491432 5144674.017036382, 684272.4143612877 5144690.8)"
951,1167,5780,0,36,20,30,3,294.33643,1.3334509,0.01383072076072755,909.4884145272333,1,1.0,0.0,0.0,0.0,0.0,1168,0,121.15457,1814703,None,"LINESTRING (684272.4143612877 5144690.8, 684260.8522040821 5144716.656117701, 684212 5144753.8343397705)"
952,1168,5779,0,36,19,30,4,103.74301,1.635665,0.02628095730531889,905.4175296125422,1,1.0,0.0,0.0,0.0,0.0,1169,0,181.82188,1814703,None,"LINESTRING (684212 5144753.8343397705, 684206.2417902547 5144758.216537149, 684183.4938351163 5144767)"
953,1169,5619,0,35,19,30,5,162.86974,1.8103869,0.02597469238010168,902.6910639572528,1,1.0,0.0,0.0,0.0,0.0,1170,0,222.45366,1814703,None,"LINESTRING (684183.4938351163 5144767, 684157.3904415809 5144777.079068031, 684135.8 5144778.826131625)"
954,1170,5618,0,35,18,30,6,250.81714,2.0525846,0.021236798230083707,898.4605726739552,1,1.0,0.0,0.0,0.0,0.0,1171,0,285.49954,1814703,None,"LINESTRING (684135.8 5144778.826131625, 684059.6 5144784.992112313)"
955,1171,5617,0,35,17,30,7,270.05014,2.3222778,0.018905272585286105,893.1340197073337,1,1.0,0.0,0.0,0.0,0.0,1172,0,364.87973,1814703,None,"LINESTRING (684059.6 5144784.992112313, 684042.7580157391 5144786.354938425, 683983.4 5144813.844036607)"
956,1172,5616,0,35,16,30,8,229.18874,2.5544887,0.01229301867812425,888.0286481917387,1,1.0,0.0,0.0,0.0,0.0,1173,0,440.9637,1814703,None,"LINESTRING (683983.4 5144813.844036607, 683920.0108074693 5144843.2)"
957,1173,5456,0,34,16,30,9,46.31851,2.6741176,0.06917211233778267,885.2112267797432,1,1.0,0.0,0.0,0.0,0.0,1174,0,482.95102,1814703,None,"LINESTRING (683920.0108074693 5144843.2, 683907.2 5144849.132771504)"
958,1174,5455,0,34,15,30,10,266.9859,2.8040383,0.01928400972880881,882.0072777307979,1,1.0,0.0,0.0,0.0,0.0,1175,0,530.6986,1814703,None,"LINESTRING (683907.2 5144849.132771504, 683888.1506764507 5144857.95464196, 683831 5144877.450158152)"
959,1175,5454,0,34,14,30,11,236.476,3.0011961,0.01670312485095359,876.8587190207943,1,1.0,0.0,0.0,0.0,0.0,1176,0,607.4262,1814703,None,"LINESTRING (683831 5144877.450158152, 683805.9858081499 5144885.983120709, 683777.14637731 5144915.612147981, 683775.1087848388 5144919.4)"
960,1176,5294,0,33,14,30,12,149.77153,3.1441839,0.018674419508803403,872.9088309032024,1,1.0,0.0,0.0,0.0,0.0,1177,0,666.29034,1814703,None,"LINESTRING (683775.1087848388 5144919.4, 683758.3091350131 5144950.6302820165, 683754.8 5144960.1951732)"
961,1177,5293,0,33,13,30,13,123.72817,3.2416673,0.03468204748608141,870.1119345186804,1,1.0,0.0,0.0,0.0,0.0,1178,0,707.9717,1814703,None,"LINESTRING (683754.8 5144960.1951732, 683741.8107965725 5144995.6)"
962,1178,5133,0,32,13,30,14,295.88983,3.3858464,0.01409289245934085,865.8207881715279,1,1.0,0.0,0.0,0.0,0.0,1179,0,771.92145,1814703,None,"LINESTRING (683741.8107965725 5144995.6, 683736.1792245223 5145010.950043146, 683712.2570156732 5145045.814372072, 683701.7992920971 5145055.662797459, 683695.8777658002 5145071.8)"
963,1179,4973,0,31,13,30,15,111.87653,3.5203695,0.030064954660729705,861.6508445957803,1,1.0,0.0,0.0,0.0,0.0,1180,0,834.06506,1814703,None,"LINESTRING (683695.8777658002 5145071.8, 683690.7321574036 5145085.822689544, 683678.6 5145100.6561375605)"
964,1180,4972,0,31,12,30,16,217.0361,3.625288,0.016634134772376664,858.2872816882536,1,1.0,0.0,0.0,0.0,0.0,1181,0,884.19135,1814703,None,"LINESTRING (683678.6 5145100.6561375605, 683664.3574489743 5145118.069869778, 683632.5761517305 5145148)"
965,1181,4812,0,30,12,30,17,135.99507,3.7346625,0.03215030296019543,854.6770739122086,1,1.0,0.0,0.0,0.0,0.0,1182,0,937.9933,1814703,None,"LINESTRING (683632.5761517305 5145148, 683602.4 5145176.41847971)"
966,1182,4811,0,30,11,30,18,291.55716,3.8630314,0.0111931804777734,850.3047911652473,1,1.0,0.0,0.0,0.0,0.0,1183,0,1003.1523,1814703,None,"LINESTRING (683602.4 5145176.41847971, 683585.9057619695 5145191.951976923, 683526.2 5145220.568546365)"
967,1183,4810,0,30,10,30,19,27.565615,3.9561653,0.10284770839879219,847.0413392602294,1,1.0,0.0,0.0,0.0,0.0,1184,0,1051.7866,1814703,None,"LINESTRING (683526.2 5145220.568546365, 683518.6233159127 5145224.2)"
968,1184,4650,0,29,10,30,20,249.66647,4.035351,0.02141376438797197,844.2062789576977,1,1.0,0.0,0.0,0.0,0.0,1185,0,1094.0367,1814703,None,"LINESTRING (683518.6233159127 5145224.2, 683450 5145257.090692965)"
969,1185,4649,0,29,9,30,21,273.1321,4.180649,0.011100733409853222,838.8599799209768,1,1.0,0.0,0.0,0.0,0.0,1186,0,1173.7113,1814703,None,"LINESTRING (683450 5145257.090692965, 683431.212185859 5145266.095565699, 683379.3774232964 5145300.124933653, 683379.0739902243 5145300.4)"
970,1186,4489,0,28,9,30,22,23.354515,4.260875,0.15700377793724848,835.8280131755834,1,1.0,0.0,0.0,0.0,0.0,1187,0,1218.8959,1814703,None,"LINESTRING (683379.0739902243 5145300.4, 683373.8 5145305.180946319)"
971,1187,4488,0,28,8,30,23,335.2057,4.3559494,0.010762857438337832,832.1612660768086,1,1.0,0.0,0.0,0.0,0.0,1188,0,1273.5404,1814703,None,"LINESTRING (683373.8 5145305.180946319, 683308.8382667543 5145364.069671221, 683297.6 5145373.216293102)"
972,1188,4487,0,28,7,30,24,17.586712,4.447536,0.18743173535879223,828.5534950392155,1,1.0,0.0,0.0,0.0,0.0,1189,0,1327.3059,1814703,None,"LINESTRING (683297.6 5145373.216293102, 683293.4425087176 5145376.6)"
973,1189,4327,0,27,7,30,25,304.74887,4.5296173,0.01321773050731441,825.2571871116276,1,1.0,0.0,0.0,0.0,0.0,1190,0,1376.4299,1814703,None,"LINESTRING (683293.4425087176 5145376.6, 683221.4 5145435.234093762)"
974,1190,4326,0,27,6,30,26,89.145645,4.6279693,0.03794288135825867,821.2290986643291,1,1.0,0.0,0.0,0.0,0.0,1191,0,1436.4595,1814703,None,"LINESTRING (683221.4 5145435.234093762, 683212.4709525357 5145442.501283864, 683200.675167501 5145452.8)"
975,1191,4166,0,26,6,30,27,241.6132,4.70899,0.016088636337323464,817.8466560271158,1,1.0,0.0,0.0,0.0,0.0,1192,0,1486.8671,1814703,None,"LINESTRING (683200.675167501 5145452.8, 683145.2 5145501.234504445)"
976,1192,4165,0,26,5,30,28,138.50685,4.800435,0.02450331736434142,813.9594290382827,1,1.0,0.0,0.0,0.0,0.0,1193,0,1544.7974,1814703,None,"LINESTRING (683145.2 5145501.234504445, 683113.3983838941 5145529)"
